;age;sex;t3;t1;t8;t2;t13;l1;;;t6;k3;k1;k2;;k4;;;a1;;;;;;;;;;;;;;;;;;;;;;;;;;;v2;v1;;;;;;;;;t7;t10;t9;t11;;;;y5
2022-08-31 14:01;3;2;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-31 13:03;3;2;4;4;4;5;5;3;4;4;4;4;3;2;3;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;4;4;4;4;4;4;4;1
2022-08-31 13:06;2;1;3;4;5;4;5;3;4;3;3;4;3;5;5;4;6;5;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;3;3;3;3;3;5;5;1
2022-08-31 13:08;3;2;5;5;5;4;5;6;6;6;1;6;4;4;6;4;6;4;6;;;;;;;;;;;;;;;1;2;1;1;2;2;;;;;;;2;2;;;;;;;;4;4;4;5;5;5;5;5;1
2022-08-31 13:09;4;2;4;4;4;4;4;4;4;4;4;2;2;3;2;2;4;4;4;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;3;4;4;4;4;4;1
2022-08-31 13:08;3;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-31 13:13;4;2;5;5;4;5;4;4;4;5;5;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;4;4;1
2022-08-31 13:14;1;2;3;4;3;2;5;2;3;2;3;2;2;4;2;2;2;4;4;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;3;3;2;3;3;3;3;4
2022-08-31 13:15;4;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-31 13:38;4;1;4;4;5;4;3;4;4;4;2;4;3;3;3;4;4;5;2;;;;4;;;;;;;;;;;1;2;1;3;2;2;;;;;;;2;2;;;;;;;;3;4;4;4;5;4;4;3;4
2022-09-01 14:38;2;2;1;1;1;3;2;2;1;2;4;2;2;3;2;2;1;2;2;;;;4;;;;;;;;;;;2;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;3;3;1;1;1;1;1;1
2022-08-31 13:26;3;2;3;3;3;3;1;1;2;2;3;4;4;3;3;2;2;4;2;1;;3;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;3;3;4;3;2;3;3;4
2022-08-31 13:27;2;2;3;3;2;2;4;2;2;2;5;2;2;3;2;4;3;5;4;;;;;;;;;;;;;;;1;3;2;3;2;2;;;;;;;2;2;;;;;;;;1;3;3;4;2;2;1;2;2
2022-08-31 13:32;5;2;5;4;4;2;5;1;1;1;2;1;4;4;4;4;4;2;5;;;;;;;;;;;;;;;1;2;2;2;1;2;;;;;;;2;2;;;;;;;;2;2;2;2;3;2;5;5;1
2022-08-31 13:28;2;2;4;4;4;4;4;2;4;2;4;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;4;4;1
2022-08-31 13:37;4;2;5;5;5;4;5;4;5;4;5;4;4;4;4;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-31 13:50;4;2;4;5;4;5;5;4;5;5;5;5;4;3;4;4;4;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;5;5;5;5;5;5;1
2022-08-31 13:46;4;2;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;4;4;1
2022-08-31 13:45;2;2;5;5;5;5;5;5;5;5;4;2;5;5;4;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;5;5;5;5;5;5;5;1
2022-08-31 14:36;4;2;5;5;5;5;4;6;6;6;2;4;4;3;6;6;6;5;5;;;;;;;;;;;;;;;1;3;3;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-31 13:49;4;2;5;5;5;5;5;4;5;5;3;5;5;5;4;5;5;3;3;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;4;5;4;5;4;1
2022-08-31 13:57;7;4;3;3;2;2;4;1;3;4;4;2;2;4;2;1;2;4;4;;;;;;;;;;;;;;;3;1;1;3;2;2;;;;;;;2;2;;;;;;;;4;2;2;2;4;2;4;4;4
2022-08-31 13:57;3;2;2;2;2;2;4;1;3;2;2;1;1;5;1;1;1;3;2;1;;;4;5;6;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;2;2;2;2;2;1;1;2
2022-08-31 13:57;2;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;3;3;1;3;3;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-31 14:08;3;2;4;4;2;3;3;3;3;3;2;3;3;4;2;3;3;3;2;1;2;3;4;5;6;;;;;;;;;1;2;1;3;2;2;;;;;;;2;2;;;;;;;;4;4;4;4;4;4;5;4;4
2022-08-31 14:04;3;2;3;3;3;4;4;3;3;3;3;3;3;3;3;3;2;4;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;3;3;3;3;3;6;3;4
2022-08-31 14:18;5;2;5;5;4;4;4;6;6;6;5;5;5;5;5;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;4;5;5;5;5;5;1
2022-08-31 14:09;3;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-31 14:26;2;2;4;4;4;4;4;4;4;4;4;3;4;4;3;4;3;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;5;6;5;4
2022-08-31 14:31;3;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;3;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-08-31 14:47;3;2;3;4;3;4;5;1;2;3;2;2;1;2;1;4;3;4;4;;;;;;;;;;;;;;;1;3;2;2;3;2;;;;;;;2;2;;;;;;;;1;4;4;3;4;2;2;4;4
2022-08-31 14:30;5;2;4;5;3;2;5;3;3;3;3;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;3;3;3;3;5;3;3;1
2022-08-31 14:34;4;2;4;1;1;1;2;1;1;1;1;4;3;3;4;3;3;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;3;3;3;3;2;2;3;1
2022-08-31 14:39;4;2;5;5;5;4;5;4;5;4;3;4;3;5;3;3;5;5;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;4;5;4;5;5;5;5;5;1
2022-08-31 14:47;3;1;5;5;5;5;5;5;5;5;5;4;5;5;5;4;4;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;4;5;4
2022-08-31 14:49;4;2;5;5;5;4;4;4;5;4;2;5;3;4;4;4;4;3;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;5;5;5;5;1
2022-08-31 14:47;4;2;4;4;4;5;4;4;4;5;3;3;3;3;3;3;3;2;2;;;3;;;;;;;;;;;;1;1;3;3;2;2;;;;;;;2;2;;;;;;;;2;4;3;4;3;4;4;4;1
2022-08-31 14:49;2;2;5;5;5;5;5;4;5;5;4;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;4
2022-08-31 15:11;4;2;5;4;4;4;4;3;4;3;2;3;3;3;3;3;2;4;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;3;3;3;3;3;2;3;4
2022-08-31 15:02;6;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;1;5;3
2022-08-31 15:07;4;1;4;4;4;4;4;4;4;3;4;3;3;3;3;3;3;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;3;3;3;3;1
2022-08-31 15:14;3;2;5;5;4;5;3;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;1;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-31 15:26;4;2;4;4;4;4;4;4;4;4;6;6;6;4;4;6;6;4;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;5;5;5;5;5;1
2022-09-01 09:10;3;1;5;5;5;5;4;5;5;4;4;5;5;5;5;5;5;4;4;;;;;;;;;;;;;;;1;2;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-31 15:43;5;1;5;3;3;1;2;2;1;1;3;2;1;2;2;2;2;2;2;;;;4;5;;;;;;;;;;2;2;1;2;1;1;1;2;3;;1;1;1;1;;;3;;1;1;;1;3;3;3;3;3;3;3;1
2022-08-31 15:26;2;1;4;5;5;5;5;4;4;4;3;4;3;4;5;4;4;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;6;5;4
2022-08-31 15:30;4;2;5;5;5;5;5;4;4;4;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;5;5;5;5;5;5;5;4
2022-08-31 15:31;4;1;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;5;5;5;5;5;6;5;4
2022-08-31 15:31;5;2;5;5;5;4;5;4;5;5;4;5;5;3;5;5;5;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;1;4;3
2022-08-31 15:33;2;2;4;4;4;4;5;3;3;3;4;5;4;4;3;4;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;4;4;4
2022-08-31 15:44;1;1;4;3;2;1;4;1;2;2;4;1;1;1;1;1;2;4;4;;;;;;;;;;;;;;;1;3;3;3;2;3;;;;;;;2;2;;;;;;;;1;2;2;2;2;2;6;3;4
2022-08-31 15:46;1;2;5;4;3;3;3;3;5;5;4;3;3;3;4;3;4;3;4;;;;;;;;;;;;;;;1;2;2;3;3;2;;;;;;;2;2;;;;;;;;1;4;5;5;4;4;2;3;2
2022-08-31 15:43;4;2;3;3;3;5;4;3;6;4;4;3;3;3;3;3;3;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;3;3;3;3;6;3;3
2022-08-31 15:48;5;2;4;5;4;4;5;4;5;5;2;4;4;5;3;4;4;5;5;;;;;;;;;;;;;;;1;3;3;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;5;5;5;5;1
2022-08-31 15:46;3;1;5;3;4;3;3;3;3;3;4;6;2;3;6;3;3;4;4;;;;;;;;;;;;;;;1;3;3;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;3;3;3;6;4;4
2022-08-31 15:58;1;1;4;4;4;2;4;5;4;4;4;2;3;4;2;3;5;5;4;;;;;;;;;;;;;;;1;2;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;3;3;3;4;2;3;2
2022-08-31 16:10;2;1;4;3;2;2;4;2;4;3;2;2;2;3;2;1;2;3;2;;;3;4;5;;;;;;;;;;1;2;1;3;2;2;;;;;;;2;2;;;;;;;;1;3;3;3;4;4;6;4;4
2022-08-31 16:09;4;1;4;4;4;2;5;3;5;5;2;5;5;2;4;4;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-31 16:19;3;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;5;5;5;5;5;5;5;1
2022-08-31 16:20;2;1;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;2;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-31 16:22;3;2;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;5;5;5;5;5;1
2022-08-31 16:25;4;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;4;5;5;5;5;5;5;5;1
2022-08-31 16:34;7;4;2;2;1;1;4;1;1;1;1;1;1;3;1;1;1;2;4;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;1;1;1;1;1;1;1;2
2022-08-31 17:14;1;2;4;5;3;3;4;5;4;4;3;6;4;3;4;4;4;5;4;;;;;;;;;;;;;;;3;3;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;6;5;6;4;1;6;2
2022-08-31 17:15;3;1;5;5;5;5;4;5;5;5;4;5;4;4;4;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-08-31 17:37;5;2;3;4;4;3;4;4;4;4;3;3;4;3;2;2;2;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;3;6;4;3
2022-08-31 17:57;1;2;4;4;3;2;4;4;4;4;3;3;2;3;2;4;4;3;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;3;5;4;3;6;3;4
2022-08-31 17:45;2;2;5;4;3;5;5;2;5;5;3;1;2;4;4;4;3;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;4;4;4;4;2;2;6;4;2
2022-08-31 18:42;3;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;5;5;5;5;5;5;5;1
2022-08-31 19:56;3;2;5;4;5;1;4;1;1;1;3;3;3;1;1;2;3;5;5;;;;;;;;;;;;;;;1;3;1;3;3;2;;;;;;;2;2;;;;;;;;2;3;4;3;4;2;5;3;1
2022-08-31 19:57;1;1;5;5;5;4;5;4;4;5;3;4;5;5;5;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;4;4;1
2022-08-31 20:48;3;2;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;5;5;5;5;1
2022-08-31 20:46;2;1;5;5;5;5;3;2;4;4;5;5;4;4;3;3;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;5;4;5;5;5;1
2022-09-01 00:00;4;1;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-01 06:18;3;2;5;4;4;4;2;4;4;4;2;4;4;4;2;4;4;4;4;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;3;4;4;5;3;4;4;4
2022-09-01 06:30;1;1;5;4;5;4;4;5;5;5;5;4;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;4;4;5;4;1
2022-09-01 06:31;5;2;5;5;4;3;5;5;5;5;4;4;5;4;5;4;4;3;3;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;4;5;5;5;5;4;1
2022-09-01 07:34;5;2;5;5;5;5;4;5;5;4;4;4;4;3;5;5;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-01 07:12;4;1;5;5;5;5;5;5;5;5;5;4;4;5;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;3;5;5;5;4;5;5;5;1
2022-09-01 07:22;2;1;3;4;3;3;4;1;1;1;3;2;3;4;2;2;3;4;4;;;;;;;;;;;;;;;2;2;1;2;1;1;1;2;;;1;2;2;2;;;;;;;;2;3;3;3;2;2;4;4;4
2022-09-01 07:19;3;1;5;5;5;5;4;4;4;4;4;4;4;4;4;4;5;4;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-09-01 07:29;1;1;5;5;3;3;5;1;5;1;2;5;1;4;1;1;1;5;5;;;;;;;;;;;;;;;2;2;1;3;2;2;;;;;;;2;2;;;;;;;;1;3;5;4;5;5;5;3;1
2022-09-01 07:34;4;2;4;4;4;4;4;4;4;4;4;2;2;3;2;3;4;4;4;;;;;;;;;;;;;;;1;2;1;1;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;4;4;1
2022-09-01 07:34;3;2;4;4;4;5;2;2;4;3;2;4;4;4;3;2;3;3;3;;;;;;;;;;;;;;;2;2;2;3;1;1;;2;;;2;;2;2;;;;;;;;1;3;3;4;4;4;5;4;1
2022-09-01 07:44;3;2;5;4;4;4;4;3;6;6;2;3;4;4;4;4;4;5;2;;;3;;;;7;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;6;6;4
2022-09-01 08:36;4;1;5;5;4;3;4;4;4;3;2;2;4;4;4;4;1;5;4;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;3;3;3;3;4;4;2;5;2
2022-09-01 08:09;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-09-01 08:20;4;2;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;4;4;4;4;4;4;1
2022-09-01 08:25;3;1;3;3;3;3;3;3;4;3;3;4;2;3;2;2;2;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;3;2;3;3;3;2;3;4
2022-09-01 08:45;4;2;3;4;3;3;4;3;3;4;2;2;2;3;1;1;2;3;2;1;;;4;;;;;;;;;;;3;3;1;3;1;1;;2;;;1;1;2;2;;;;;;;;2;3;4;3;4;3;6;6;4
2022-09-01 08:33;5;2;5;5;5;4;4;4;5;5;5;3;4;3;4;4;4;5;4;;;;;;;;;;;;;;;3;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;4;5;5;5;5;5;1
2022-09-01 08:49;2;2;4;4;3;2;4;4;5;4;4;2;3;3;2;3;4;2;3;;;;;;;;;;;;;;;2;2;2;2;2;2;;;;;;;2;2;;;;;;;;2;4;3;3;3;3;4;3;4
2022-09-01 09:07;5;2;4;4;3;4;4;5;5;5;5;4;4;4;4;5;5;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;5;4;3;4;3
2022-09-01 09:35;5;2;3;3;3;2;5;1;1;1;1;3;3;5;1;1;1;1;1;1;;3;;5;6;;;;;;;;;2;2;1;2;1;1;1;;;;1;2;1;1;1;;;;2;;En HR avd. som lyssnar mer på anställda än företaget.;4;1;1;1;1;1;1;3;3
2022-09-01 09:14;3;2;4;3;3;4;2;2;5;5;4;3;4;2;3;4;3;3;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;3;3;3;3;3;4;4;4
2022-09-01 09:13;6;2;4;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;4;5;5;5;5;5;5;5;1
2022-09-01 09:20;3;2;4;4;4;3;5;3;4;4;4;4;3;4;3;2;4;4;4;;;;;;;;;;;;;;;1;1;1;3;1;2;;;;;;;2;2;;;;;;;;1;4;3;3;4;4;5;5;1
2022-09-01 09:18;4;2;5;5;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;4;4;5;5;1
2022-09-01 09:19;3;2;5;5;5;5;5;4;4;4;3;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;3;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;4;4;5;5;5;5;1
2022-09-01 09:25;5;1;5;5;5;4;5;4;5;5;4;4;4;4;4;5;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-09-01 10:10;4;1;4;5;5;4;5;4;5;4;4;3;3;3;2;3;4;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;5;4;4;4;4
2022-09-01 09:31;1;2;4;4;3;3;3;3;3;3;3;4;2;3;3;3;4;4;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;1;3;4;4;4;4;3;4;4
2022-09-01 09:34;3;2;4;5;5;5;5;5;5;5;3;5;4;4;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;3;4;5;5;5;5;5;1
2022-09-01 09:38;4;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;5;5;5;5;5;5;5;1
2022-09-01 09:52;5;2;5;5;5;5;4;2;3;2;4;5;3;4;2;3;3;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;4;4;4;5;5;5;5;3
2022-09-01 10:01;3;1;2;2;1;1;1;1;1;1;6;1;1;4;1;1;1;1;1;1;;;;;;7;;;;;;;;2;2;1;2;1;1;;2;;;1;2;2;2;;;;;;;;1;1;1;1;1;1;1;1;2
2022-09-01 10:08;3;1;5;4;4;5;4;6;6;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;1;;3;5;5;5;5;5;5;6;1
2022-09-01 10:09;3;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-01 10:39;3;2;3;3;3;4;5;5;5;5;5;2;3;4;4;4;4;3;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;2;3;3;4;3;5;6;4;4
2022-09-01 10:43;2;1;5;5;5;4;4;5;5;5;5;5;5;5;5;4;5;5;3;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-01 10:50;4;2;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-01 11:04;3;2;5;5;5;4;5;5;5;5;4;4;4;4;5;4;4;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;4;5;5;5;2;4;4
2022-09-01 11:23;6;1;4;4;4;5;5;3;4;4;3;3;3;2;3;3;4;4;4;;;;;;;;;;;;;;;3;3;1;3;3;2;;;;;;;2;2;;;;;;;;1;5;4;4;4;4;6;4;3
2022-09-01 11:28;3;1;5;3;4;5;2;5;5;5;4;4;5;5;4;5;5;5;5;;;;;;;;;;;;;;;1;3;1;3;1;1;;2;;;1;1;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-01 11:37;4;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-01 11:48;4;2;4;3;3;6;4;3;3;3;4;4;3;4;3;3;3;4;3;;;;;;;;;;;;;;;1;3;1;1;3;3;;;;;;;2;2;;;;;;;;4;3;3;3;4;3;4;4;1
2022-09-01 12:00;2;2;4;4;3;2;4;2;5;4;3;3;2;4;2;2;3;4;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;3;3;3;3;4;6;2;2
2022-09-01 12:13;4;2;4;5;4;4;4;4;5;5;4;3;4;4;3;3;3;3;3;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;4;4;4;4;1
2022-09-01 12:17;3;1;4;4;4;4;3;4;4;4;4;2;3;3;2;4;3;2;2;;;3;;;6;;;;;;;;;1;3;1;3;3;2;;;;;;;2;2;;;;;;;;2;4;4;3;3;3;6;6;1
2022-09-01 12:26;5;1;4;4;4;3;4;3;3;2;3;3;3;3;2;3;4;4;4;;;;;;;;;;;;;;;1;3;3;3;3;2;;;;;;;2;2;;;;;;;;2;3;3;5;5;5;6;5;4
2022-09-01 13:01;2;1;4;3;3;4;4;4;4;4;3;3;4;4;4;4;4;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;3;4;4;4;6;4;4
2022-09-01 12:44;5;2;4;4;4;4;4;3;4;3;6;2;3;2;2;3;3;4;4;;;;;;;;;;;;;;;1;3;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;3;3;4;4;1;3;3
2022-09-01 13:49;1;1;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;5;5;5;5;5;5;5;1
2022-09-01 12:43;2;2;5;4;4;4;4;3;4;4;4;4;4;3;4;4;4;5;5;;;;;;;;;;;;;;;1;1;1;3;2;2;;;;;;;2;2;;;;;;;;2;4;4;4;5;5;5;5;1
2022-09-01 12:46;3;2;5;5;5;5;5;5;5;5;5;3;3;4;5;5;5;5;5;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;2;2;;;;;;;;1;4;4;5;5;5;5;5;1
